cute,Average,4.3,M,Summer,NULL,NULL,natural,cotton,chiffon,null,solid,0
Novelty,Average,0,free,winter,o-neck,short,natural,polyster,broadcloth,lace,null,1
cute,low,0,L,Spring,o-neck,sleevless,empire,null,null,null,null,1
Sexy,Low,4.8,free,Spring,slash-neck,sleevless,natural,cotton,broadcloth,sequined,solid,0
Sexy,Low,4.8,free,Summer,slash-neck,sleevless,empire,silk,null,lace,solid,0
Casual,Low,4.4,M,Winter,o-neck,sleevless,natural,polyster,null,null,solid,0
Casual,Average,4.5,M,Winter,o-neck,sleevless,natural,polyster,chiffon,ruched,striped,0
Casual,Low,4.7,S,Summer,o-neck,full,natural,cotton,null,null,patchwork,0
Casual,low,4.4,free,Spring,o-neck,sleevless,natural,polyster,null,sashes,print,0
work,Average,4.9,M,Winter,slash-neck,short,natural,polyster,broadcloth,ruffles,solid,0
cute,Medium,4.6,free,Spring,o-neck,short,natural,chiffonfabric,null,hollowout,solid,1
Casual,Low,4.7,free,Spring,o-neck,halfsleeve,natural,silk,chiffon,sashes,print,0
Casual,Low,4.7,M,Winter,o-neck,full,empire,polyster,chiffon,null,print,1
Casual,Average,4.8,M,Spring,o-neck,sleevless,natural,cotton,chiffon,hollowout,print,0
Sexy,Low,4.8,L,Summer,o-neck,sleevless,natural,cotton,null,null,solid,1
Casual,Average,4.3,M,Spring,o-neck,halfsleeve,null,null,null,null,null,1
Casual,Average,4.7,XL,winter,v-neck,short,empire,milksilk,null,null,print,0
Casual,Low,0,L,winter,v-neck,full,null,null,null,null,solid,0
Sexy,Average,4.7,M,Automn,slash-neck,sleevless,natural,nylon,null,rivet,solid,0
Casual,Low,4.7,free,winter,o-neck,sleevless,natural,null,null,null,null,1
Casual,high,0,L,winter,v-neck,full,null,polyster,null,null,solid,0
Casual,Low,4.7,L,Summer,o-neck,sleevless,natural,silk,worsted,lace,patchwork,0
Casual,Average,4.7,free,Summer,v-neck,full,natural,cotton,null,sashes,solid,0
Casual,Average,0,free,Winter,v-neck,full,null,cashmere,null,null,solid,1
Casual,low,4.7,free,Summer,o-neck,capsleeves,natural,chiffonfabric,chiffon,null,print,1
Casual,Average,4.7,M,Summer,o-neck,thressqatar,null,chiffonfabric,chiffon,ruched,solid,0
Sexy,low,4.5,free,Summer,slash-neck,sleevless,null,polyster,Corduroy,null,null,0
vintage,low,4,free,Summer,turndowncollor,short,natural,cotton,wollen,hollowout,solid,0
Sexy,low,4.7,free,Summer,v-neck,sleevless,null,null,null,null,null,0
bohemian,low,5,free,Summer,o-neck,sleevless,empire,cotton,broadcloth,tassel,print,1
Casual,low,4.7,S,Winter,o-neck,sleeevless,natural,knitting,null,lace,solid,0
Sexy,Average,4.5,S,Winter,v-neck,sleevless,null,polyster,null,null,null,0
cute,Average,4.7,M,Summer,o-neck,sleevless,natural,chiffonfabric,null,sashes,splice,0
vintage,Low,0,free,Summer,o-neck,sleevless,natural,cotton,batik,null,print,1
Casual,Average,4.1,L,winter,o-neck,sleevless,natural,polyster,null,null,null,1
Casual,Average,4.2,M,winter,v-neck,full,empire,polyster,null,lace,patchwork,1
Brief,Average,4.8,free,winter,v-neck,halfsleeve,natural,polyster,broadcloth,null,solid,0
Brief,Average,4.9,free,Winter,o-neck,sleevless,natural,null,null,null,solid,0
Sexy,Average,4.8,S,Winter,v-neck,sleevless,empire,polyster,chiffon,lace,solid,0
Casual,Average,4.7,L,Winter,o-neck,sleevless,natural,polyster,chiffon,null,patchwork,0
vintage,Average,4.7,M,Summer,v-neck,short,natural,rayon,null,beading,print,0
Casual,Average,4.8,free,Summer,o-neck,sleevless,natural,cotton,chiffon,sashes,solid,0
Sexy,Low,4.7,M,Winter,v-neck,sleevless,natural,polyster,null,null,striped,0
Casual,Average,5,s,Spring,turndowncollor,full,empire,cotton,worsted,null,solid,0
Casual,Low,1,M,Spring,o-neck,halfsleeve,null,null,chiffon,null,null,0
Sexy,Average,4.1,free,Summer,v-neck,sleevless,natural,cotton,null,lace,null,1
Casual,Low,4,free,Summer,v-neck,sleevless,natural,cotton,broadcloth,hollowout,print,0
work,Average,4.7,M,Spring,v-neck,sleevless,null,null,null,null,null,1
cute,Average,4.6,free,Spring,v-neck,full,natural,cotton,chiffon,null,solid,1
Casual,Low,5,M,Spring,o-neck,sleevless,natural,spandex,jersey,null,print,0
Casual,Average,4.7,M,Automn,v-neck,sleevless,natural,null,chiffon,null,striped,1
Casual,low,4.6,free,winter,o-neck,full,natural,polyster,null,applique,solid,0
Casual,Average,4.5,L,Summer,o-neck,short,natural,cotton,jersey,pockets,solid,0
cute,Average,4.6,M,Automn,o-neck,thressqatar,natural,silk,chiffon,sashes,print,0
Casual,Low,4.6,free,Automn,o-neck,halfsleeve,natural,chiffonfabric,chiffon,null,leapord,1
Casual,Low,4.7,L,Summer,NULL,sleevless,null,cotton,null,null,solid,1
Sexy,Low,0,L,Summer,o-neck,sleevless,empire,sill,null,null,striped,0
bohemian,Average,4,free,Winter,o-neck,sleevless,natural,polyster,chiffon,ruffles,striped,0
Casual,low,4.7,free,Summer,o-neck,full,natural,cotton,null,null,solid,1
work,Average,0,M,Summer,v-neck,sleevless,natural,cotton,worsted,null,solid,1
bohemian,Average,4.1,free,Summer,o-neck,thressqatar,null,null,null,hollowout,null,0
Casual,Average,0,M,Spring,o-neck,halfsleeve,natural,null,null,lace,null,0
Brief,Low,4.6,M,Summer,o-neck,short,natural,cotton,null,null,animal,0
cute,Low,0,free,Spring,v-neck,sleevless,empire,chiffonfabric,chiffon,null,null,1
Casual,Average,5,M,Spring,o-neck,thressqatar,null,spandex,null,null,null,0
Casual,Low,5,free,winter,o-neck,full,natural,wool,null,applique,solid,0
vintage,Average,4.5,L,winter,o-neck,short,empire,null,null,sequined,patchwork,1
Casual,Average,4.5,free,Summer,o-neck,short,natural,polyster,null,null,solid,0
bohemian,Low,4.4,L,Summer,bowneck,short,natural,cotton,null,null,dot,0
Casual,high,0,L,winter,v-neck,thressqatar,natural,polyster,null,ruffles,solid,1
Casual,Average,4.8,free,winter,o-neck,sleevless,null,polyster,null,sashes,solid,0
Brief,Low,4.7,M,Winter,o-neck,full,natural,cotton,null,null,patchwork,0
Casual,Medium,0,free,Winter,bowneck,full,null,cashmere,knitted,null,solid,1
Casual,Average,4.7,M,Winter,o-neck,short,empire,polyster,shiffon,null,animal,0
party,Average,0,M,Summer,o-neck,full,natural,cotton,null,null,patchwork,1
bohemian,Average,4.8,S,Summer,v-neck,short,natural,cotton,null,null,solid,0
Sexy,Average,4.9,free,Summer,sqare-collor,sleevless,natural,polyster,null,sashes,print,0
Casual,Average,3,M,Spring,turndowncollor,short,empire,polyster,null,sashes,patchwork,0
Casual,low,4.7,L,Automn,o-neck,short,natural,polyster,shiffon,null,patchwork,1
Casual,Average,4.3,M,Automn,o-neck,sleevless,natural,polyster,null,plain,solid,0
Casual,Average,0,XL,Winter,v-neck,short,empire,polyster,shiffon,pockets,solid,1
Casual,Low,5,free,Summer,o-neck,sleevless,natural,model,jersey,plain,solid,1
vintage,Average,0,L,Summer,sqare-collor,short,empire,cotton,chiffon,null,dot,1
Casual,Low,4.7,free,winter,o-neck,sleevless,natural,milksilk,null,null,animal,0
vintage,Average,5,M,Summer,v-neck,thressqatar,natural,polyster,null,null,print,0
Casual,Low,4.7,L,Summer,o-neck,full,natural,mix,worsted,lace,patchwork,1
bohemian,Average,4.6,M,Spring,o-neck,sleevless,natural,shiffon,shiffon,sashes,solid,0
party,Average,4.8,M,Summer,o-neck,full,null,cotton,null,null,solid,1
bohemian,Low,4.6,free,Summer,v-neck,sleevless,natural,cotton,broadcloth,beading,solid,0
party,very-high,4.6,free,Summer,o-neck,sleevless,empire,rayon,null,hollowout,solid,0
cute,Low,4.8,M,Spring,o-neck,short,natural,shiffon,shiffon,bow,dot,1
vintage,Average,0,M,Spring,o-neck,halfsleeve,empire,polyster,null,lace,animal,0
Casual,Medium,4.9,L,Winter,o-neck,short,natural,cotton,broadcloth,sashes,solid,0
Casual,Average,4.2,free,Summer,o-neck,sleevless,natural,cotton,worsted,null,striped,1
Casual,Average,4.9,M,Summer,o-neck,short,dropped,cotton,null,ruffles,patchwork,0
bohemian,Low,5,XL,Spring,v-neck,thressqatar,natural,null,shiffon,null,print,1
Casual,Average,4.7,M,Summer,o-neck,sleevless,null,cotton,null,null,dot,0
Casual,Average,0,free,Summer,bowneck,halfsleeve,null,cotton,null,null,null,0
Casual,Average,0,free,Summer,o-neck,sleevless,natural,cotton,null,lace,floral,0
Sexy,Medium,0,free,winter,o-neck,sleevless,natural,polyster,null,sequined,solid,0
Sexy,low,4.4,free,Automn,v-neck,sleevless,natural,cotton,worsted,lace,solid,0
Sexy,Average,0,free,Spring,v-neck,full,natural,cotton,wollen,lace,solid,1
Brief,Average,4.9,XL,Spring,slash-neck,full,natural,null,null,sashes,solid,0
Casual,Average,4.7,XL,Summer,v-neck,halfsleeve,natural,null,broadcloth,null,print,1
Casual,Average,0,free,Automn,v-neck,full,natural,cotton,null,lace,solid,0
Casual,Average,4.8,M,Summer,v-neck,full,natural,null,shiffon,null,null,0
Casual,Medium,4.9,L,Spring,sqare-collor,sleevless,empire,null,null,null,print,0
party,Average,4.7,M,Spring,o-neck,halfsleeve,empire,null,shiffon,null,patchwork,0
Sexy,low,4.4,free,Summer,bowneck,sleevless,natural,viscos,null,bow,solid,0
bohemian,Low,4.6,free,winter,o-neck,sleevless,empire,polyster,null,null,patchwork,1
Casual,Low,4.6,free,Autumn,o-neck,full,natural,rayon,null,lace,solid,1
Sexy,Low,4.5,free,Summer,o-neck,sleevless,empire,cotton,null,sashes,solid,1
Sexy,Low,0,free,winter,v-neck,NULL,dropped,cotton,null,lace,null,1
Casual,Average,0,XL,Spring,bowneck,sleevless,natural,mix,null,lace,solid,0
Sexy,Average,0,free,Autumn,o-neck,full,natural,polyster,sattin,hollowout,solid,0
Sexy,Low,4.8,free,Spring,v-neck,sleevless,natural,null,null,null,striped,1
Brief,Low,4.7,free,Autumn,o-neck,sleevless,natural,null,shiffon,sequined,solid,0
Sexy,high,5,M,Summer,v-neck,sleevless,natural,mix,null,null,striped,0
Casual,Average,4.6,L,Summer,bowneck,full,dropped,cotton,null,null,patchwork,0
cute,Medium,4.9,S,Summer,bowneck,sleevless,empire,null,null,bow,patchwork,1
Novelty,Average,4.9,M,Autumn,o-neck,short,natural,polyster,chiffon,none,print,0
Casual,Low,4.3,free,Spring,o-neck,full,null,null,chiffon,sashes,none,1
Casual,Low,4.7,S,Autumn,o-neck,sleevless,natural,cotton,null,null,solid,0
Casual,Average,4.8,L,Autumn,boat-neck,sleevless,natural,null,null,sashes,solid,0
cute,Average,4.5,L,winter,v-neck,sleevless,natural,polyster,jersey,sashes,solid,1
Casual,Average,4.4,free,Summer,o-neck,capsleeves,natural,cotton,null,null,solid,0
party,Average,0,M,Spring,o-neck,sleevless,null,null,chiffon,null,solid,1
Sexy,Low,0,free,Summer,v-neck,sleevless,dropped,null,null,null,null,1
Casual,Low,4.8,L,Summer,v-neck,thressqatar,natural,cotton,null,null,print,0
work,Average,5,M,Summer,o-neck,sleveless,natural,null,null,null,solid,1
Novelty,Average,5,free,Summer,o-neck,sleeveless,natural,null,null,null,print,0
Casual,Low,4.6,free,Spring,v-neck,sleevless,natural,silk,chiffon,draped,solid,0
Casual,Average,4.5,M,Summer,o-neck,full,natural,cotton,null,lace,solid,0
Casual,Average,4.5,L,Spring,boat-neck,thressqatar,natural,null,dobby,lace,animal,1
Casual,Average,4.5,free,Autumn,o-neck,halfsleeve,natural,cotton,chiffon,hollowout,solid,1
cute,Low,0,M,Summer,boat-neck,short,null,null,chiffon,sashes,null,0
party,Average,4.9,M,winter,o-neck,halfsleeve,null,cotton,null,lace,null,1
Casual,Average,4.8,M,Summer,o-neck,halfsleeve,null,null,null,null,null,0
Casual,Low,4.4,L,Summer,o-neck,sleevless,natural,cotton,chiffon,null,solid,0
Casual,Average,4.3,M,winter,slash-neck,sleeveless,natural,polyster,null,sashes,solid,0
cute,Average,4.7,L,Summer,o-neck,sleevless,natural,polyster,broadcloth,lace,solid,0
Sexy,Average,0,S,Summer,v-neck,sleevless,null,null,null,null,null,1
Casual,Low,4.4,free,Summer,o-neck,sleevless,null,null,null,null,animal,0
cute,high,4.3,M,Spring,boat-neck,full,natural,polyster,terry,lace,solid,1
work,Average,4.8,M,winter,turndowncollor,full,natural,null,null,null,solid,0
Casual,Average,4.6,M,Spring,o-neck,halfsleeve,natural,polyster,null,lace,solid,0
Sexy,Low,0,free,Summer,v-neck,sleevless,empire,cotton,null,null,solid,0
Casual,high,4.9,XL,winter,v-neck,full,empire,cotton,null,sequined,solid,0
Sexy,Low,0,free,winter,o-neck,sleevless,natural,lycra,chiffon,hollowout,solid,0
cute,Average,5,M,Autumn,v-neck,sleevless,natural,cotton,null,null,solid,0
cute,Low,0,free,Spring,v-neck,sleevless,natural,silk,worsted,lace,patchwork,1
Casual,Low,4.4,free,Summer,o-neck,full,natural,cotton,null,pockets,solid,0
Casual,Average,0,L,Spring,o-neck,sleevless,natural,chiffonfabric,chiffon,sequined,solid,0
cute,Average,4.7,M,Spring,o-neck,full,natural,rayon,chiffon,beading,solid,1
Casual,Average,4.6,M,winter,v-neck,halfsleeve,natural,silk,chiffon,sashes,solid,1
Casual,Low,4.4,free,Summer,o-neck,full,natural,cotton,null,null,solid,1
Casual,Low,5,M,Automn,o-neck,sleevless,empire,null,chiffon,null,print,1
Casual,Average,0,free,winter,o-neck,short,natural,polyster,chiffon,cascading,solid,0
Sexy,Average,0,free,winter,slash-neck,sleevless,natural,cotton,broadcloth,sequined,solid,1
Casual,Low,4.4,M,Summer,o-neck,halfsleeve,empire,chiffonfabric,chiffon,bow,solid,0
cute,Average,0,L,Summer,o-neck,sleevless,empire,cotton,null,lace,solid,1
Casual,Low,4.8,free,winter,bowneck,full,natural,polyster,chiffon,bow,solid,0
Casual,Average,5,L,Summer,o-neck,sleevless,natural,cotton,null,null,null,1
cute,Average,4.6,M,Spring,o-neck,halfsleeve,natural,acrylic,chiffon,null,null,0
bohemian,Low,4.6,free,Summer,o-neck,sleevless,natural,cotton,chiffon,none,solid,1
Brief,Average,4.7,M,winter,o-neck,halfsleeve,natural,acrylic,chiffon,null,striped,0
Casual,Low,4.7,M,Spring,o-neck,full,natural,polyster,null,null,solid,1
Sexy,Low,4.3,free,Summer,o-neck,full,empire,cotton,null,null,null,0
Casual,Average,4.7,M,Summer,v-neck,full,empire,cotton,null,lace,solid,1
Casual,Average,4.6,L,winter,boat-neck,sleevless,empire,silk,broadcloth,applique,print,1
Casual,Low,4.4,free,Summer,v-neck,short,empire,cotton,Corduroy,lace,solid,0
